Mostly Cloudy,6.0,2.5727604604611103
Mostly Cloudy,2.5,2.594225396449274
Mostly Cloudy,2.0,3.389871431594886
Overcast,1.2,3.572773773568559
Overcast,1.5,5.673308305668731
Mostly Cloudy,5.0,6.552888462519163
Overcast,1.0,7.885476038022797
Mostly Cloudy,7.0,8.763536408881977
Overcast,1.8,9.963619628362428
Mostly Cloudy,9.0,10.335458652090086
Overcast,10.0,14.431175310290898
Mostly Cloudy,4.0,16.180811267507174
Mostly Cloudy,8.0,183.6539078103876
Rain,1.2,6.377412429458993
Rain,0.8,6.585665540905999
Rain,0.5,7.502850751736217
Partly Cloudy,5.0,7.652966650491585
Partly Cloudy,7.0,7.842436663642063
Partly Cloudy,9.0,9.319221534007648
Overcast,8.0,9.480017126543256
Partly Cloudy,8.0,10.201578526818723
Overcast,4.0,10.816521420488893
Overcast,9.0,10.875112541538481
Overcast,5.0,10.964758544972923
Overcast,3.0,12.098628109149006
Partly Cloudy,10.0,13.76895718536083
Overcast,7.0,14.016980560397863
Rain,2.0,14.940159041416798
Rain,1.5,15.471488767208797
Rain,2.5,16.46477608534998
Rain,1.8,16.690488638576912
Rain,1.0,19.07367076866849
Overcast,6.0,20.609884962263735
Overcast,2.0,20.790012711935066
Partly Cloudy,4.0,25.748191182468098
Overcast,2.5,44.43586765516194
Rain,5.0,2.320229215921418
Scattered Clouds,5.0,6.233285185630584
Rain,4.0,6.726633316994879
Scattered Clouds,8.0,9.331612348743233
Scattered Clouds,7.0,9.954117771747153
Snow,0.5,10.156879654620305
Scattered Clouds,9.0,10.383683549462798
Rain,3.0,10.49452466407693
Scattered Clouds,6.0,16.509145774739846
Snow,0.2,17.959412600585896
Scattered Clouds,10.0,19.559930398185422
Light Snow,6.0,1.6795018255141656
Haze,9.0,2.171577256431065
Clear,3.0,2.7099664370986183
Light Snow,4.0,3.9464175328209783
Light Snow,1.5,4.438946800428742
Heavy Rain,1.2,4.61797648287878
Haze,8.0,4.743381066871056
Light Snow,1.8,4.849892038652333
Heavy Rain,1.0,5.140070864215953
Light Snow,2.0,5.379829682135214
Clear,5.0,5.620397284351634
Light Snow,2.5,6.525100285776477
Heavy Rain,0.8,6.638430660966239
Light Snow,1.0,6.825849357773482
Light Rain,1.2,7.075465289678823
Heavy Rain,0.2,7.1960639592769775
Heavy Rain,3.0,7.286334271044987
Haze,2.0,7.508386386458344
Light Freezing Rain,3.0,7.92812905054767
Haze,4.0,8.087834951625942
Haze,2.5,8.136701875696899
Clear,6.0,8.822111149884154
Light Rain,10.0,9.194357317195685
Haze,3.0,9.360067731046815
Light Rain,2.0,9.383857735659566
Clear,8.0,9.38718797137434
Light Rain,9.0,9.700856757088252
Light Rain,7.0,9.710896059629915
Light Rain,6.0,9.93905468358484
Clear,4.0,10.134504357773201
Clear,9.0,10.415937567861786
Light Rain,4.0,10.694912947926987
Haze,10.0,10.785496764069508
Light Rain,3.0,11.214065715293717
Haze,6.0,11.760643905681736
Mostly Cloudy,10.0,12.598168284842941
Light Snow,0.8,12.842440371446994
Light Snow,1.2,13.532037820995209
Heavy Rain,0.5,13.688411927431332
Haze,1.8,13.713774152098411
Light Rain,8.0,13.895296049439159
Light Rain,5.0,14.954703853991889
Heavy Rain,1.8,16.366986964453197
Light Rain,1.5,18.920665849884067
Clear,7.0,21.454496525345583
Heavy Rain,1.5,21.51124838535269
Light Rain,1.8,24.24910892785082
Haze,5.0,26.502610283212366
Light Rain,1.0,35.114091423685316
Light Rain,2.5,37.45040094665384
Clear,10.0,17.98546189934678
